event_id,artist,price_zone,area,offer,ticket_price,currency,offer_type,url_id,city,venue,date,popularity,genre
vvG1IZ9fqFoPVW,blink182,6,18,000010A20006,209.5,USD,VIP4,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,6,23,10210006,209.5,USD,VIP3,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,6,15,10210006,209.5,USD,VIP3,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,6,18,10210006,209.5,USD,VIP3,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,5,23,000010A20006,229.5,USD,VIP4,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,5,15,000010A20006,229.5,USD,VIP4,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,5,18,000010A20006,229.5,USD,VIP4,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,5,20,000010A20006,229.5,USD,VIP4,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,5,0,000010A20006,229.5,USD,VIP4,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,5,2,000010A20006,229.5,USD,VIP4,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,5,19,000010A20006,229.5,USD,VIP4,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,5,16,000010A20006,229.5,USD,VIP4,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,23,000010A20006,229.5,USD,VIP4,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,15,000010A20006,229.5,USD,VIP4,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,18,000010A20006,229.5,USD,VIP4,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,20,000010A20006,229.5,USD,VIP4,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,0,000010A20006,229.5,USD,VIP4,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,2,000010A20006,229.5,USD,VIP4,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,19,000010A20006,229.5,USD,VIP4,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,16,000010A20006,229.5,USD,VIP4,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,5,23,10210006,229.5,USD,VIP3,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,5,15,10210006,229.5,USD,VIP3,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,5,18,10210006,229.5,USD,VIP3,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,5,20,10210006,229.5,USD,VIP3,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,5,0,10210006,229.5,USD,VIP3,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,5,2,10210006,229.5,USD,VIP3,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,5,19,10210006,229.5,USD,VIP3,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,5,16,10210006,229.5,USD,VIP3,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,23,10210006,229.5,USD,VIP3,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,15,10210006,229.5,USD,VIP3,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,18,10210006,229.5,USD,VIP3,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
vvG1IZ9fqFoPVW,blink182,4,20,10210006,229.5,USD,VIP3,0A005D4748465D3D,Los Angeles,Banc of California Stadium,6/16/23,2,Rock
